62.09.01,Configurazione di personal computer,2
64.92.09,Altre attivit creditizie nca,1
84.11.10,"Attivit degli organi legislativi ed esecutivi, centrali e locali; amministrazione finanziaria; amministrazioni regionali, provinciali e comunali",1
